#x,y,err
0.0, 0.0, 2.05145e-07
0.5, 0.0, 2.47741e-07
1.0, 0.0, 2.85716e-07
1.5, 0.0, 3.04342e-07
2.0, 0.0, 2.96207e-07
2.5, 0.0, 2.62406e-07
3.0, 0.0, 2.21242e-07
3.5, 0.0, 1.92576e-07
4.0, 0.0, 1.77658e-07
4.5, 0.0, 1.71871e-07
5.0, 0.0, 1.70179e-07
0.0, 0.5, 2.38854e-07
0.5, 0.5, 3.04265e-07
1.0, 0.5, 3.80166e-07
1.5, 0.5, 4.21237e-07
2.0, 0.5, 4.01504e-07
2.5, 0.5, 3.33831e-07
3.0, 0.5, 2.62493e-07
3.5, 0.5, 2.13032e-07
4.0, 0.5, 1.8582e-07
4.5, 0.5, 1.76615e-07
5.0, 0.5, 1.70469e-07
0.0, 1.0, 2.6513e-07
0.5, 1.0, 3.55788e-07
1.0, 1.0, 4.54734e-07
1.5, 1.0, 5.06943e-07
2.0, 1.0, 4.78911e-07
2.5, 1.0, 3.99859e-07
3.0, 1.0, 3.09049e-07
3.5, 1.0, 2.33193e-07
4.0, 1.0, 1.98291e-07
4.5, 1.0, 1.79296e-07
5.0, 1.0, 1.73854e-07
0.0, 1.5, 2.73171e-07
0.5, 1.5, 3.71644e-07
1.0, 1.5, 4.71155e-07
1.5, 1.5, 5.30232e-07
2.0, 1.5, 5.13841e-07
2.5, 1.5, 4.30972e-07
3.0, 1.5, 3.31837e-07
3.5, 1.5, 2.58003e-07
4.0, 1.5, 2.12378e-07
4.5, 1.5, 1.90655e-07
5.0, 1.5, 1.80846e-07
0.0, 2.0, 2.55487e-07
0.5, 2.0, 3.38209e-07
1.0, 2.0, 4.37404e-07
1.5, 2.0, 4.8255e-07
2.0, 2.0, 4.72197e-07
2.5, 2.0, 4.19305e-07
3.0, 2.0, 3.44413e-07
3.5, 2.0, 2.90749e-07
4.0, 2.0, 2.45965e-07
4.5, 2.0, 2.09914e-07
5.0, 2.0, 1.87087e-07
0.0, 2.5, 2.24141e-07
0.5, 2.5, 2.82679e-07
1.0, 2.5, 3.46274e-07
1.5, 2.5, 3.94593e-07
2.0, 2.5, 4.09346e-07
2.5, 2.5, 3.97544e-07
3.0, 2.5, 3.6574e-07
3.5, 2.5, 3.36074e-07
4.0, 2.5, 2.94163e-07
4.5, 2.5, 2.46984e-07
5.0, 2.5, 2.09736e-07
0.0, 3.0, 1.96556e-07
0.5, 3.0, 2.31742e-07
1.0, 3.0, 2.70588e-07
1.5, 3.0, 3.03623e-07
2.0, 3.0, 3.36473e-07
2.5, 3.0, 3.72886e-07
3.0, 3.0, 3.94151e-07
3.5, 3.0, 3.95904e-07
4.0, 3.0, 3.48316e-07
4.5, 3.0, 2.84242e-07
5.0, 3.0, 2.23395e-07
0.0, 3.5, 1.82202e-07
0.5, 3.5, 1.99407e-07
1.0, 3.5, 2.18844e-07
1.5, 3.5, 2.50804e-07
2.0, 3.5, 2.95885e-07
2.5, 3.5, 3.6189e-07
3.0, 3.5, 4.06437e-07
3.5, 3.5, 4.23185e-07
4.0, 3.5, 3.80781e-07
4.5, 3.5, 3.0505e-07
5.0, 3.5, 2.39927e-07
0.0, 4.0, 1.7383e-07
0.5, 4.0, 1.81519e-07
1.0, 4.0, 1.95306e-07
1.5, 4.0, 2.19022e-07
2.0, 4.0, 2.66555e-07
2.5, 4.0, 3.26089e-07
3.0, 4.0, 3.88321e-07
3.5, 4.0, 3.89054e-07
4.0, 4.0, 3.6241e-07
4.5, 4.0, 2.89597e-07
5.0, 4.0, 2.35331e-07
0.0, 4.5, 1.75056e-07
0.5, 4.5, 1.73687e-07
1.0, 4.5, 1.8017e-07
1.5, 4.5, 2.01005e-07
2.0, 4.5, 2.33678e-07
2.5, 4.5, 2.77859e-07
3.0, 4.5, 3.25977e-07
3.5, 4.5, 3.34562e-07
4.0, 4.5, 3.02569e-07
4.5, 4.5, 2.60701e-07
5.0, 4.5, 2.18587e-07
0.0, 5.0, 1.71718e-07
0.5, 5.0, 1.73773e-07
1.0, 5.0, 1.76457e-07
1.5, 5.0, 1.83792e-07
2.0, 5.0, 2.06944e-07
2.5, 5.0, 2.30405e-07
3.0, 5.0, 2.53829e-07
3.5, 5.0, 2.63631e-07
4.0, 5.0, 2.45191e-07
4.5, 5.0, 2.1881e-07
5.0, 5.0, 1.95932e-07
